b'building_id',parcel_id,development_type_id,improvement_value,residential_units,residential_sqft,sqft_per_unit,non_residential_sqft,building_sqft,res_price_per_sqft,stories,year_built,redfin_sale_price,redfin_sale_year,redfin_home_type,building_type_id630,1868920,1,40543.0,1,1610,1610.0,0,1610.0,261.026880345,1,1949,820000.0,2013.0,Single Family Residential,1
680201,815750,1,166246.0,1,672,672.0,0,672.0,507.43813956,1,1945,225000.0,2008.0,Condo/Coop,1
680364,817571,1,119476.0,1,2029,2029.42425042,0,2029.42425042,256.81597178,1,1956,,,,1
692127,1491267,1,137553.9891,1,1555,1555.0,0,1555.0,460.390103764,2,1980,320000.0,1999.0,Single Family Residential,1
694225,1728995,1,79049.0,1,863,863.0,0,863.0,77.2284945397,1,1954,65500.0,1997.0,Single Family Residential,1
695782,1689534,1,135993.2,1,2240,2240.0,0,2240.0,249.956821407,1,1971,,,,1
705351,1798138,1,165000.0,1,1158,1158.0,0,1158.0,172.708736772,1,1974,113500.0,2013.0,Single Family Residential,1
708884,1835230,1,152000.0,1,1591,1591.0,0,1591.0,154.550733201,1,1981,120000.0,2011.0,Single Family Residential,1
711885,1856210,1,147000.0,1,1434,1434.0,0,1434.0,161.967868689,1,1991,140000.0,2012.0,Single Family Residential,1
717300,770481,1,82764.0,0,0,1404.0,0,0.0,0.0,1,1922,1060000.0,2006.0,Single Family Residential,1
724533,1927711,1,120171.0,1,1283,1283.0,0,1283.0,179.089884166,1,1987,147500.0,1994.0,Condo/Coop,1
728799,61585,1,16335.0,1,947,947.0,0,947.0,117.108048793,1,1923,,,,1
730502,219493,1,291200.0,1,1508,1508.0,0,1508.0,177.463856379,1,1963,503000.0,2004.0,Single Family Residential,1
733358,573164,1,70980.0,1,1810,1810.0,0,1810.0,78.0675305719,1,1973,,,,1
735634,938379,1,223000.0,1,1200,1200.0,0,1200.0,313.573483573,1,1928,725000.0,2004.0,Single Family Residential,1
740642,79163,1,74736.0,1,1124,1124.0,0,1124.0,96.2411197417,1,1926,,,,1
740812,887663,2,87431.0,1,1852,1852.0,0,1852.0,364.014307025,1,1976,,,,3
741676,945493,1,272771.0,1,1200,1200.0,0,1200.0,563.108276584,1,1944,660000.0,2008.0,Single Family Residential,1
742050,890956,2,441628.0,2,1200,600.0,0,1200.0,1904.09364575,3,1986,1000000.0,2004.0,Single Family Residential,3
743793,956998,2,65650.0,2,3600,1800.0,0,3600.0,670.948010476,3,1947,,,,3
744655,959999,2,723782.0,4,3200,800.0,0,3200.0,825.810768958,1,1971,805000.0,2007.0,Condo/Coop,3
749089,111743,1,375880.0,2,3008,1504.0,0,3008.0,346.583762535,1,1918,460000.0,2000.0,Single Family Residential,1
751084,1848376,1,136000.0,1,1604,1604.0,0,1604.0,79.5228247397,1,1971,115000.0,1989.0,Single Family Residential,1
751091,1848487,1,32323.0,1,1024,1024.0,0,1024.0,108.35331211,1,1969,,,,1
751590,958239,2,339538.0,2,3600,1800.0,0,3600.0,618.621853005,2,1935,433000.0,1988.0,Multi-Family (2-4 Unit),3
751591,958285,2,316106.0,4,3600,900.0,0,3600.0,991.176846269,2,1921,,,,3
754880,114931,10,339556.0,0,0,0.0,14293,7920.0,0.0,1,1953,,,,4
762937,574020,1,174122.0,1,2786,2786.0,0,2786.0,81.4828229186,1,1979,,,,1
763938,977528,1,207215.0,1,1760,1760.0,0,1760.0,576.259873905,2,1919,357000.0,1994.0,Single Family Residential,1
771672,131239,5,766804.0,0,0,0.0,5838,5231.0,0.0,1,1977,,,,12
781995,1753458,2,29761.0,20,39760,1988.0,0,39760.0,79.3959836435,1,1926,23500.0,2002.0,Multi-Family (2-4 Unit),3
787466,397532,1,237422.0,1,1653,1653.0,0,1653.0,322.209972793,1,1968,639000.0,2003.0,Single Family Residential,1
791238,919057,1,210093.0,1,2400,2400.0,0,2400.0,319.998328352,2,1932,350000.0,1991.0,Single Family Residential,1
791356,1079272,14,388017.0,0,0,0.0,2880,2880.0,0.0,1,1986,,,,7
792769,649790,1,91448.0,1,1405,1405.0,0,1405.0,192.404380595,1,1979,,,,1
796292,909513,1,101169.0,1,2400,2400.0,0,2400.0,202.712082469,2,1959,,,,1
797004,950484,1,178004.0,1,1200,1200.0,0,1200.0,562.278266898,1,1941,650000.0,2011.0,Single Family Residential,1
798723,1656853,1,300700.0,1,2626,2626.0,0,2626.0,325.180869753,3,2009,,,,1
804723,1973047,1,0.0,1,1655,1655.20020314,0,1655.20020314,848.076483276,1,1969,,,,1
804911,1590302,1,83102.5814,1,2421,2421.0,0,2421.0,269.956678157,1,1949,,,,1
807338,1587891,1,504785.25,1,2336,2336.0,0,2336.0,427.853109546,2,1966,1245000.0,2008.0,Single Family Residential,1
809212,1607313,1,78918.6419,1,2110,2110.0,0,2110.0,415.321023359,2,1973,,,,1
812814,1640388,1,142334.5,1,1303,1303.0,0,1303.0,339.815601631,2,1986,,,,1
819056,1705816,1,497178.662,3,9726,3242.0,0,9726.0,255.123061069,1,1983,899000.0,2003.0,Single Family Residential,1
819446,1710095,1,480474.1773,1,3365,3365.0,0,3365.0,70.4510479669,2,2006,744000.0,2004.0,Single Family Residential,1
821501,1737585,1,127000.0,1,1563,1563.0,0,1563.0,120.843817868,1,1979,150000.0,1999.0,Single Family Residential,1
826610,1812539,1,25098.0,1,985,985.0,0,985.0,186.99357839,1,1953,,,,1
831136,1427071,2,258677.0,2,1211,605.5,0,1211.0,513.651663515,2,1972,,,,3
832042,1434280,2,223600.0,4,2584,646.0,0,2584.0,91.2707734422,2,1977,,,,3
832964,1479501,2,379200.0,8,7400,925.0,0,7400.0,305.356140058,2,2007,,,,3
838663,351977,1,241999.0,1,1791,1791.0,0,1791.0,269.103330309,2,1987,274000.0,1996.0,Single Family Residential,1
841352,773818,2,303167.0,1,1898,1898.0,0,1898.0,816.022511932,1,1956,769000.0,2000.0,Multi-Family (2-4 Unit),3
842981,1612883,1,282000.0,1,1480,1480.0,0,1480.0,274.748927779,1,1977,539000.0,2003.0,Single Family Residential,1
847282,1869739,1,172318.0,1,1915,1915.0,0,1915.0,332.405731443,1,1981,,,,1
847711,1876403,1,104140.0,2,2854,1427.0,0,2854.0,253.603693054,1,1910,359000.0,2000.0,Single Family Residential,1
850210,1913015,1,294000.0,1,2074,2074.0,0,2074.0,199.012648494,1,1990,555000.0,2007.0,Single Family Residential,1
854374,218757,1,83566.0,1,1769,1769.0,0,1769.0,145.133845864,1,1931,840000.0,2005.0,Single Family Residential,1
857072,384632,1,857500.0,1,3609,3609.0,0,3609.0,277.556150176,2,1998,1295000.0,2010.0,Single Family Residential,1
859371,1652888,1,135771.3658,1,1400,1400.0,0,1400.0,291.838463764,1,1967,218000.0,1990.0,Single Family Residential,1
867782,1754068,1,195000.0,1,1808,1808.0,0,1808.0,89.2780321812,1,1985,238000.0,1999.0,Single Family Residential,1
868405,1760578,24,0.0,2,3387,1693.66962421,0,3387.33924843,98.6995917429,1,1980,,,,16
877036,1827288,1,79593.0,1,1164,1164.0,0,1164.0,202.341941788,1,1978,,,,1
877583,330118,1,529241.0,1,1720,1720.0,0,1720.0,401.518189434,1,1968,686500.0,2003.0,Single Family Residential,1
881996,2030761,1,340750.0,1,2294,2294.0,0,2294.0,181.173177175,1,1992,795000.0,2005.0,Single Family Residential,1
883858,2054234,2,0.0,0,0,1155.0,0,0.0,0.0,1,1971,237500.0,2007.5,Townhouse,3
890882,114385,10,2869427.0,0,0,0.0,47651,43268.0,0.0,5,1955,,,,4
892253,137349,1,14815.0,1,1245,1245.0,0,1245.0,457.569593409,1,1909,,,,1
